epoch,loss,lr,mse,val_loss,val_mse
0,0.07268005609512329,1e-04,0.061043303459882736,0.05708105489611626,0.04260717332363129
1,0.048098497092723846,1e-04,0.04269270971417427,0.04787001758813858,0.040652982890605927
2,0.04076683521270752,1e-04,0.034161489456892014,0.027655944228172302,0.01598658598959446
3,0.015028860419988632,1e-04,0.0028984290547668934,0.01344540435820818,0.0012437461409717798
4,0.011375749483704567,1e-04,0.0013439605245366693,0.009905428625643253,0.0010780761949717999
5,0.01025532465428114,1e-04,0.0011447914876043797,0.009205233305692673,0.0008449906599707901
6,0.009676912799477577,1e-04,0.0010286024771630764,0.009912531822919846,0.0007586999563500285
7,0.00913140457123518,1e-04,0.0009230535943061113,0.011277241632342339,0.0007636552327312529
8,0.008631514385342598,1e-04,0.000858790532220155,0.006528087425976992,0.0007838365854695439
9,0.008298855274915695,1e-04,0.0008025644929148257,0.01283776480704546,0.0007852512062527239
10,0.007969222962856293,1e-04,0.0007391098770312965,0.006062595173716545,0.0005825220723636448
11,0.00762874074280262,1e-04,0.000605897803325206,0.00976382102817297,0.0005626321653835475
12,0.0071018957532942295,1e-04,0.0004306418413762003,0.0117290448397398,0.0005247686058282852
13,0.0068266745656728745,1e-04,0.0003625925746746361,0.005209996830672026,0.0003450510266702622
14,0.006567840464413166,1e-04,0.00032721960451453924,0.007437594700604677,0.0003545640502125025
15,0.006448118481785059,1e-04,0.00029499983065761626,0.00785763654857874,0.0006694889743812382
16,0.006230517756193876,1e-04,0.0002746133250184357,0.00969927478581667,0.0006988126551732421
17,0.006026984192430973,1e-04,0.000254934566328302,0.009669107384979725,0.0004517227644100785
18,0.005942546296864748,1e-04,0.00023820590286049992,0.0067646498791873455,0.0004274052625987679
19,0.005924352444708347,1e-04,0.00022218594676814973,0.006789052858948708,0.0006183637888170779
20,0.005707123316824436,1e-04,0.00022439386521000415,0.007730552460998297,0.0003795428783632815
21,0.00560729717835784,1e-04,0.00021517652203328907,0.007697471883147955,0.0005822675884701312
22,0.005495128221809864,1e-04,0.00020276772556826472,0.00669592060148716,0.0003633327141869813
23,0.005488620139658451,1e-04,0.00019128964049741626,0.00651925103738904,0.0006303947884589434
24,0.005311253014951944,1e-04,0.00018078170251101255,0.006212988868355751,0.00031689120805822313
25,0.0052599068731069565,1e-04,0.00017519299581181258,0.005753600504249334,0.00037365741445682943
26,0.005237061996012926,1e-04,0.00016983940440695733,0.00788930431008339,0.0003786116431001574
27,0.005121683701872826,1e-04,0.0001613694039406255,0.0074389963410794735,0.00041094303014688194
28,0.004988373257219791,1e-04,0.00015464892203453928,0.007044404279440641,0.000372976966900751
29,0.004887689370661974,1e-04,0.00014453750918619335,0.004538978450000286,0.00025270995683968067
30,0.004995734430849552,1e-04,0.00015137650188989937,0.007883526384830475,0.00048295935266651213
31,0.004872135352343321,1e-04,0.00014431604358833283,0.006243494804948568,0.0004903778899461031
32,0.0048226164653897285,1e-04,0.00013933451555203646,0.005493549630045891,0.0001455198071198538
33,0.002803314011543989,5e-05,5.900475662201643e-05,0.0038353847339749336,7.406404620269313e-05
34,0.00273261871188879,5e-05,5.388561839936301e-05,0.003282191464677453,0.00017515341460239142
35,0.0027305707335472107,5e-05,5.267872984404676e-05,0.0026297650765627623,6.908278737682849e-05
36,0.0027030552737414837,5e-05,5.1165279728593305e-05,0.0033696505706757307,0.00013223155110608786
