epoch,loss,lr,mse,val_loss,val_mse
0,0.05430108681321144,1e-04,0.028720328584313393,0.053209275007247925,0.017990371212363243
1,0.03205958381295204,1e-04,0.015682898461818695,0.05034935846924782,0.016612932085990906
2,0.021871300414204597,1e-04,0.011393284425139427,0.02287895604968071,0.009818607941269875
3,0.016464699059724808,1e-04,0.009595896117389202,0.01632901281118393,0.008930712938308716
4,0.014149359427392483,1e-04,0.007659837603569031,0.013709558174014091,0.0067735761404037476
5,0.012192673981189728,1e-04,0.0056994203478097916,0.013010009191930294,0.0027666285168379545
6,0.009304782375693321,1e-04,0.002530020195990801,0.009638970717787743,0.002359607256948948
7,0.008518335409462452,1e-04,0.0023665933404117823,0.00915592536330223,0.002154052257537842
8,0.007314618676900864,1e-04,0.000943755847401917,0.01052324753254652,0.00023993192007765174
9,0.006371393334120512,1e-04,0.00015685184916947037,0.007013457827270031,0.00011408168938942254
10,0.006116481497883797,1e-04,0.00013836429570801556,0.007082074414938688,0.00010788471990963444
11,0.005863846745342016,1e-04,0.00012249074643477798,0.008889298886060715,0.00016216858057305217
12,0.005707938224077225,1e-04,0.00011385473771952093,0.007503875065594912,0.00012300135858822614
13,0.005474303383380175,1e-04,0.00010701048449845985,0.00539490208029747,8.420458470936865e-05
14,0.005340614356100559,1e-04,9.948026126949117e-05,0.0047121779061853886,5.99023187533021e-05
15,0.005194228142499924,1e-04,9.341518307337537e-05,0.007480394095182419,0.00011559527047211304
16,0.005030384287238121,1e-04,8.711551345186308e-05,0.005931205581873655,7.790295785525814e-05
17,0.004953335504978895,1e-04,8.36612525745295e-05,0.005269929300993681,6.715503695886582e-05
18,0.004761564079672098,1e-04,7.745066977804527e-05,0.005150946788489819,6.188099359860644e-05
19,0.004652044735848904,1e-04,7.0770169259049e-05,0.005840181838721037,7.284684397745878e-05
20,0.004665753338485956,1e-04,7.314868707908317e-05,0.007380999159067869,0.00010163527622353286
21,0.0045738741755485535,1e-04,6.967520312173292e-05,0.003979500383138657,4.515933324000798e-05
22,0.004494076129049063,1e-04,6.865964678581804e-05,0.004256288055330515,4.9479640438221395e-05
23,0.004424016457051039,1e-04,6.396757817128673e-05,0.005353518296033144,6.282777758315206e-05
24,0.004291021730750799,1e-04,6.029882933944464e-05,0.006388263776898384,8.010342571651563e-05
25,0.004237652290612459,1e-04,5.812890958623029e-05,0.003913912922143936,4.04797938244883e-05
26,0.004194098990410566,1e-04,5.692213380825706e-05,0.0037763183936476707,3.369063415448181e-05
27,0.004137183539569378,1e-04,5.5483764299424365e-05,0.0031470025423914194,2.9667473427252844e-05
28,0.004037579521536827,1e-04,5.370630242396146e-05,0.00431020837277174,4.321878441260196e-05
29,0.004058309365063906,1e-04,5.341820724424906e-05,0.004849792458117008,5.6202094128821045e-05
30,0.004030456766486168,1e-04,5.2545885409926996e-05,0.003938272129744291,3.4864839108195156e-05
31,0.003917372319847345,1e-04,4.932705996907316e-05,0.006175942253321409,7.846397784305736e-05
32,0.0038812935817986727,1e-04,4.879856714978814e-05,0.0033071243669837713,3.012164779647719e-05
33,0.0038770500104874372,1e-04,4.9912316171685234e-05,0.0037566199898719788,3.6955771065549925e-05
34,0.003794447286054492,1e-04,4.708099004346877e-05,0.0032630094792693853,2.7449677872937173e-05
