epoch,loss,lr,mse,val_loss,val_mse
0,0.03701860457658768,1e-04,0.013152476400136948,0.03016335517168045,0.004479897674173117
1,0.01768130622804165,1e-04,0.0029423986561596394,0.030941087752580643,0.004148060921579599
2,0.014995883218944073,1e-04,0.0024857025127857924,0.03127194195985794,0.004265207331627607
3,0.014107957482337952,1e-04,0.00235632061958313,0.03170455992221832,0.004098168574273586
4,0.013355228118598461,1e-04,0.002293108496814966,0.029762597754597664,0.0039684707298874855
5,0.012926875613629818,1e-04,0.0022412827238440514,0.03008846938610077,0.004218852147459984
6,0.012561788782477379,1e-04,0.0021892949007451534,0.029839016497135162,0.00394161231815815
7,0.012252657674252987,1e-04,0.0021370237227529287,0.030597366392612457,0.00398213928565383
8,0.011980578303337097,1e-04,0.00208646384999156,0.028771094977855682,0.003997812978923321
9,0.011683829128742218,1e-04,0.002034419449046254,0.02867942862212658,0.0038860689383000135
10,0.011371522210538387,1e-04,0.0019495839951559901,0.026979874819517136,0.003466159338131547
11,0.010117699392139912,1e-04,0.0015642287908121943,0.019456859678030014,0.001829461078159511
12,0.006960049271583557,1e-04,0.0008801996591500938,0.00947449542582035,0.0007483936497010291
13,0.00539687555283308,1e-04,0.0005969698540866375,0.010142595507204533,0.0006161258788779378
14,0.004943953361362219,1e-04,0.0005252534756436944,0.005523051600903273,0.0005085856537334621
15,0.004780077375471592,1e-04,0.0005062391865067184,0.007083943113684654,0.0005218613077886403
16,0.0046163941733539104,1e-04,0.0004954930045641959,0.005174002610146999,0.0004753012035507709
17,0.004596141166985035,1e-04,0.00048255815636366606,0.006027675233781338,0.00047793990233913064
18,0.004390751477330923,1e-04,0.00045873320777900517,0.003434523241594434,0.00040905174682848155
19,0.00422259047627449,1e-04,0.0003347001038491726,0.009118822403252125,0.0003237315977457911
20,0.004056714475154877,1e-04,0.00020456909260246903,0.006102873012423515,0.00022293772781267762
21,0.004010898992419243,1e-04,0.0001952539023477584,0.004055534489452839,0.0001777617580955848
22,0.0038502109237015247,1e-04,0.0001883245859062299,0.003312591230496764,0.00017417235358152539
23,0.003775950986891985,1e-04,0.0001846730156103149,0.0040947007946670055,0.00017230659432243556
24,0.003758220002055168,1e-04,0.00018288468709215522,0.004857299383729696,0.00018133620324078947
25,0.0036921475548297167,1e-04,0.00017903349362313747,0.004226512275636196,0.00017185168690048158
26,0.003588401712477207,1e-04,0.00016946882533375174,0.00462294602766633,0.00017047622532118112
27,0.0035967715084552765,1e-04,0.00014366455434355885,0.005988540127873421,0.00014016061322763562
28,0.0035080460365861654,1e-04,5.931467603659257e-05,0.005077712703496218,5.8266279665986076e-05
29,0.0033995669800788164,1e-04,3.923221811419353e-05,0.004481224808841944,4.550977610051632e-05
30,0.0032836005557328463,1e-04,3.460916195763275e-05,0.003141976660117507,2.324950764887035e-05
31,0.0032083962578326464,1e-04,3.325492798467167e-05,0.0027512821834534407,2.0085803043912165e-05
32,0.00329280155710876,1e-04,3.424028545850888e-05,0.004783201962709427,4.042113141622394e-05
33,0.003248485503718257,1e-04,3.2881613151403144e-05,0.0024269530549645424,1.8534285118221305e-05
34,0.001688289688900113,5e-05,1.0583817129372619e-05,0.0013890701811760664,6.98342728355783e-06
35,0.0017159589333459735,5e-05,1.0593459592200816e-05,0.0014546018792316318,6.7305909396964125e-06
36,0.001714901183731854,5e-05,1.0700890015868936e-05,0.002158468123525381,1.0612322512315586e-05
37,0.0016945474781095982,5e-05,1.036849516822258e-05,0.0016808834625408053,8.04783576313639e-06
38,0.0009678616770543158,2.5e-05,4.531183549261186e-06,0.0008939336985349655,3.6169137729302747e-06
39,0.0009472636156715453,2.5e-05,4.347356934886193e-06,0.0010452771093696356,3.981137979280902e-06
40,0.000940720725338906,2.5e-05,4.299273768992862e-06,0.0009253923781216145,3.2689417821529787e-06
41,0.0009587355889379978,2.5e-05,4.277111202100059e-06,0.0012829283950850368,4.4874086597701535e-06
42,0.0006277483771555126,1.25e-05,2.7444118586572586e-06,0.0008798398193903267,2.864817588488222e-06
43,0.0006299067754298449,1.25e-05,2.688263748495956e-06,0.0006665237015113235,2.38877714764385e-06
44,0.0006181777571327984,1.25e-05,2.628402853588341e-06,0.0008891006000339985,2.7976334422419313e-06
45,0.0006101604085415602,1.25e-05,2.569437810961972e-06,0.0007669071783311665,2.4419923647656105e-06
46,0.000496156804729253,6.25e-06,2.1846017261850648e-06,0.0005842228420078754,1.983063839361421e-06
47,0.0004911189316771924,6.25e-06,2.144739482901059e-06,0.0005985804018564522,1.9732192413357552e-06
48,0.0004859376058448106,6.25e-06,2.1093248960823985e-06,0.0005641085444949567,1.9012179564015241e-06
49,0.0004812619590666145,6.25e-06,2.077357066809782e-06,0.0005404112744145095,1.8434466255712323e-06
50,0.0004427903622854501,3.125e-06,1.949472789419815e-06,0.0004778548318427056,1.6275810139632085e-06
51,0.000438959919847548,3.125e-06,1.9264809907326708e-06,0.0005106119206175208,1.6489655081386445e-06
52,0.0004371168033685535,3.125e-06,1.9077078832197003e-06,0.0004748455830849707,1.5934697330521885e-06
53,0.0004232546198181808,1.5625e-06,1.857388497228385e-06,0.00044320765300653875,1.4727419284099597e-06
54,0.0004209127801004797,1.5625e-06,1.8442195823809016e-06,0.0004396052681840956,1.4606686136175995e-06
55,0.0004191119223833084,1.5625e-06,1.83366273631691e-06,0.00043597188778221607,1.4495851701212814e-06
